Provider ID,Measure Name,Measure ID,Compared to National,Score
340188,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340188,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340188,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340188,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,4975
340188,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.09
340188,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340188,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340188,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,Not Available
340188,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,2.168
340188,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,4975
340188,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,1.382
340188,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,0
340188,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,0
340189,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340189,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340189,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340189,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340189,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340189,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340189,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340189,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340189,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340189,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340189,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340189,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340189,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340189,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340189,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
340189,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
340189,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
340189,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340189,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340189,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340189,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
340189,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
340189,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
340189,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340189,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340189,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340189,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available
340189,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available
340189,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available
340189,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340189,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
340189,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
340189,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
340189,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
340189,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
340189,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341302,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341302,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341302,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341302,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341302,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341302,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341302,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341302,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341302,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341302,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341302,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341302,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341302,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341302,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341302,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341302,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341302,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341302,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341302,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341302,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341302,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341302,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341302,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341302,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341302,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341302,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341302,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available
341302,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available
341302,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available
341302,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341302,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341302,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341302,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
341302,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
341302,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
341302,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341303,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341303,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341303,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341303,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341303,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341303,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341303,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341303,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341303,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341303,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341303,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341303,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341303,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341303,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341303,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341303,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341303,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341303,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341303,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341303,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341303,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341303,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341303,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341303,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341303,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341303,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341303,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available
341303,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available
341303,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available
341303,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341303,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341303,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341303,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
341303,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
341303,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
341303,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341304,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341304,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341304,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341304,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341304,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341304,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341304,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341304,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341304,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341304,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341304,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341304,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341304,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341304,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341304,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341304,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341304,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341304,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341304,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341304,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341304,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341304,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341304,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341304,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341304,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341304,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341304,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,1393
341304,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.028
341304,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
341304,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341304,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341304,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341304,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,1393
341304,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,0.551
341304,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,0
341304,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341305,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341305,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341305,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341305,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341305,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341305,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341305,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341305,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341305,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341305,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341305,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341305,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341305,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341305,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341305,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341305,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341305,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341305,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341305,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341305,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341305,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341305,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341305,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341305,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341305,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341305,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341305,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,2072
341305,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.043
341305,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
341305,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341305,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341305,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341305,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,2072
341305,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,0.568
341305,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,0
341305,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341307,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341307,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341307,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341307,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341307,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341307,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341307,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341307,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341307,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341307,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341307,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341307,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341307,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341307,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341307,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341307,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341307,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341307,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341307,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341307,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341307,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341307,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341307,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341307,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341307,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341307,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341307,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available
341307,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available
341307,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available
341307,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341307,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341307,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341307,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
341307,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
341307,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
341307,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341311,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341311,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341311,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341311,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341311,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341311,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341311,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341311,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341311,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341311,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341311,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341311,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341311,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341311,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341311,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341311,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341311,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341311,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341311,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341311,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341311,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341311,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341311,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341311,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341311,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341311,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341311,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available
341311,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available
341311,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available
341311,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341311,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341311,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341311,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
341311,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
341311,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
341311,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341314,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341314,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341314,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341314,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341314,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341314,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341314,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341314,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341314,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341314,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
341314,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
341314,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
341314,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
341314,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
341314,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,Not Available
341314,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,Not Available
341314,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,Not Available
341314,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
341314,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
341314,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
341314,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
341314,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
341314,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
341314,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
341314,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
341314,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
341314,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,Not Available
341314,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,Not Available
341314,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,Not Available
341314,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
341314,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
341314,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
341314,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
341314,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
341314,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
341314,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
341315,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
341315,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
341315,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
341315,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
341315,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
341315,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
341315,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
341315,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
341315,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
341315,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
