id,provider_id,measure_name,measure_id,compared_to_national,score,n_score
859,340113,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Better than the National Rate,5.56,0.037369208
860,340113,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,3.63,0.025963636
861,340113,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Better than the National Rate,0.68,0.004085129
862,340113,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.4,0.001910434
863,340113,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,140.86,0.954123467
864,340113,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.42,0.001932263
865,340113,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
866,340113,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
867,340113,Serious complications,PSI_90_SAFETY,Better than the National Rate,0.67,0.004749536
868,340114,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Better than the National Rate,1.5,0.07938258
869,340114,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12.8,0.09642749
870,340114,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.3,0.126984127
871,340114,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.7,0.059397773
872,340114,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.4,0.07047804
873,340114,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,18,0.111643537
874,340114,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15,0.097755676
875,340114,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.91,0.032754778
876,340114,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Better than the National Rate,5.28,0.035466775
877,340114,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.63,0.011418182
878,340114,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.6,0.010146933
879,340114,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.28,0.001236163
880,340114,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,134.59,0.911635156
881,340114,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.3,0.001288176
882,340114,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.07,6.68137E-05
883,340114,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
884,340114,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.82,0.005862709
885,340115,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.6,0.140022051
886,340115,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12.7,0.095670602
887,340115,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,3.1,0.172335601
888,340115,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.1,0.055272927
889,340115,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11,0.062482152
890,340115,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Better than the National Rate,13,0.080527724
891,340115,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.5,0.101027285
892,340115,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.83,0.032214493
893,340115,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,10.35,0.069914391
894,340115,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.74,0.019490909
895,340115,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.57,0.009949265
896,340115,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.35,0.001629488
897,340115,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,124.61,0.844006234
898,340115,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.3,0.001288176
899,340115,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.06,0
900,340115,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
901,340115,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.86,0.006159555
902,340116,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.9,0.156560088
903,340116,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,16.1,0.121404784
904,340116,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,4.2,0.234693878
905,340116,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.3,0.063522618
906,340116,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.7,0.072191444
907,340116,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.1,0.118489016
908,340116,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.5,0.087940849
909,340116,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,2.9,0.019180118
911,340116,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.12,0.014981818
912,340116,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.4,0.008829149
913,340116,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.15,0.000505703
914,340116,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,152.89,1.035644101
915,340116,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.45,0.002093285
916,340116,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.19,0.000868578
917,340116,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
918,340116,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.74,0.005269017
919,340119,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.9,0.156560088
920,340119,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.9,0.104753255
922,340119,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.1,0.055272927
923,340119,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.9,0.067622366
924,340119,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,18.9,0.117244384
925,340119,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.6,0.108224825
926,340119,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.89,0.039373269
927,340119,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,12.78,0.086424786
928,340119,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.77,0.019709091
929,340119,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.3,0.008170258
930,340119,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.26,0.001123785
932,340119,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.36,0.00161022
933,340119,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.25,0.001269459
934,340119,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
935,340119,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.92,0.006604824
937,340120,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.1,0.10626703
939,340120,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.5,0.058022824
940,340120,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.4,0.059055343
941,340120,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.9,0.098574896
942,340120,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.5,0.094484067
943,340120,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.83,0.038968056
945,340120,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.28,0.016145455
946,340120,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,2.07,0.013243724
947,340120,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.36,0.001685677
949,340120,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
950,340120,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
951,340120,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
952,340120,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.07,0.007717996
953,340123,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.9,0.156560088
954,340123,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,15,0.113079019
956,340123,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.6,0.058710298
957,340123,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.7,0.066480096
958,340123,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.9,0.111021221
959,340123,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.2,0.092521102
960,340123,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.89,0.025866144
961,340123,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.4,0.063459709
962,340123,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.1,0.014836364
963,340123,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.71,0.004282796
964,340123,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.23,0.000955217
965,340123,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,110.57,0.748864945
966,340123,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.34,0.001502872
967,340123,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.13,0.000467696
968,340123,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
969,340123,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.61,0.004304267
970,340126,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
971,340126,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.1,0.10626703
973,340126,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.6,0.044960814
974,340126,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.5,0.059626478
975,340126,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,18.9,0.117244384
976,340126,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.2,0.09906432
977,340126,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.11,0.027351928
978,340126,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.48,0.064003261
979,340126,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.19,0.015490909
980,340126,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.73,0.004414575
981,340126,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.39,0.001854245
982,340126,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,118.27,0.801043573
983,340126,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
984,340126,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.11,0.000334068
985,340126,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
986,340126,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.64,0.004526902
987,340127,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Worse than the National Rate,5.6,0.305402426
988,340127,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.5,0.101725704
990,340127,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.5,0.051148082
991,340127,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.3,0.075618253
992,340127,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.2,0.106665007
993,340127,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.3,0.093175424
994,340127,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.06,0.033767813
996,340127,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.26,0.016
997,340127,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.77,0.011267049
998,340127,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.33,0.00151711
999,340127,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,134.39,0.910279867
1000,340127,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.38,0.001717567
1001,340127,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
1002,340127,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1003,340127,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.95,0.006827458
1004,340129,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.2,0.173098126
1005,340129,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13,0.097941266
1007,340129,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.5,0.058022824
1008,340129,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,14.4,0.081900737
1009,340129,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.9,0.123467546
1010,340129,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.9,0.103644572
1011,340129,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6.62,0.04430337
1012,340129,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,10.28,0.069438782
1013,340129,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.71,0.019272727
1014,340129,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.38,0.008697371
1015,340129,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.83,0.004326572
1016,340129,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,115.22,0.780375415
1017,340129,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.4,0.001824915
1018,340129,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
1019,340129,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1020,340129,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1,0.007198516
1021,340130,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Worse than the National Rate,5.1,0.27783903
1022,340130,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13,0.097941266
1024,340130,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.1,0.048398185
1025,340130,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,14,0.079616197
1026,340130,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.3,0.107287323
1027,340130,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.1,0.078780344
1028,340130,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,8.52,0.057135139
1029,340130,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.47,0.063935317
1030,340130,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.63,0.018690909
1031,340130,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.89,0.005468801
1032,340130,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.85,0.00443895
1033,340130,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,125.63,0.850918208
1034,340130,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.38,0.001717567
1035,340130,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.22,0.001069019
1036,340130,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1037,340130,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.01,0.007272727
1038,340131,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.1,0.112458655
1039,340131,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.9,0.104753255
1040,340131,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,3.6,0.200680272
1041,340131,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.2,0.055960401
1042,340131,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.1,0.063053287
1043,340131,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.3,0.094840998
1044,340131,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.6,0.108224825
1045,340131,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.9,0.02593368
1046,340131,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,7.12,0.047968474
1047,340131,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.9,0.013381818
1048,340131,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.2,0.007511366
1049,340131,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.08,0.000112378
1050,340131,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,160.75,1.088906959
1051,340131,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.4,0.001824915
1052,340131,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
1053,340131,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1054,340131,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.7,0.004972171
1056,340132,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.3,0.107780805
1058,340132,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.5,0.064897566
1059,340132,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.2,0.075047119
1060,340132,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,17.6,0.109154272
1061,340132,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14,0.091212458
1062,340132,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.37,0.022354292
1063,340132,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.56,0.064546813
1064,340132,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.19,0.015490909
1065,340132,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.39,0.00876326
1066,340132,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.6,0.003034219
1068,340132,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.4,0.001824915
1069,340132,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.24,0.001202646
1070,340132,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1071,340132,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.79,0.005640074
1072,340133,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.6,0.140022051
1075,340133,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.1,0.055272927
1076,340133,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.8,0.067051231
1077,340133,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,20.8,0.129068393
1078,340133,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,12.1,0.078780344
1079,340133,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.75,0.038427771
1080,340133,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.73,0.065701862
1082,340133,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.26,0.007906701
1083,340133,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.35,0.001629488
1085,340133,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
1086,340133,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
1087,340133,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1088,340133,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.88,0.006307978
1089,340141,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.4,0.128996692
1090,340141,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.9,0.104753255
1091,340141,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,3,0.166666667
1092,340141,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.5,0.064897566
1093,340141,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Worse than the National Rate,14.3,0.081329602
1094,340141,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.5,0.120978281
1095,340141,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.3,0.093175424
1096,340141,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.88,0.025798609
1097,340141,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Better than the National Rate,4.95,0.033224623
1098,340141,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.57,0.018254545
1099,340141,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,2.1,0.013441392
1100,340141,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.1,0.000224757
1101,340141,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,163.97,1.110727113
1102,340141,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Worse than the National Rate,0.6,0.002898395
1103,340141,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.26,0.001336273
1104,340141,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1105,340141,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.96,0.00690167
1106,340142,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.5,0.134509372
1107,340142,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.4,0.108537693
1109,340142,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.2,0.062835144
1110,340142,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.4,0.07047804
1111,340142,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.3,0.113510486
1112,340142,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.2,0.09906432
1113,340142,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6.34,0.042412373
1114,340142,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,10.58,0.071477103
1115,340142,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.12,0.014981818
1116,340142,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.14,0.007116031
1117,340142,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.15,0.000505703
1118,340142,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,135.67,0.918953717
1119,340142,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.36,0.00161022
1120,340142,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.22,0.001069019
1121,340142,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
1122,340142,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.88,0.006307978
1123,340143,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.5,0.189636163
1124,340143,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,16.1,0.121404784
1126,340143,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Worse than the National Rate,12.1,0.082771896
1127,340143,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Worse than the National Rate,16.4,0.093323434
1128,340143,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,24.9,0.154583359
1129,340143,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.8,0.096447033
1130,340143,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.06,0.02701425
1131,340143,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.01,0.054015491
1132,340143,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.67,0.018981818
1133,340143,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.32,0.008302036
1134,340143,Pressure sores,PSI_3_ULCER,No Different than the National Rate,1.16,0.006180817
