Name,EduScore,Hospital
"Christian Nathaniel Gring, MD",1,University of North Carolina Hospitals
"Pratik Vipin Desai, MD",0,WakeMed Cary Hospital
"William R Berry, MD",3,Harnett Health System
"Kevin P Perry, MD",0,WakeMed Cary Hospital
"Vidette V Cooper, MD",0,Duke University Hospital
"Tarra Wright (Wright) Millender, MD",3,FirstHealth Moore Regional Hospital
Darlene Patricia Strossi,0,UNC REX Healthcare
Mary Fleming Knowles,0,University of North Carolina Hospitals
Jessica Nicole Casselberry,0,WakeMed Raleigh Campus
"Lara N Novak, PA",0,University of North Carolina Hospitals
"Mark David Rothman, MD",0,Johnston Health
"Edward Joseph Clark III, MD",0,Johnston Health
"Matthew Donald Smith, PA",0,WakeMed Raleigh Campus
"Robert Earl Deckert, PA",0,WakeMed Raleigh Campus
"James Tift Mann III, MD",1,WakeMed Cary Hospital
"Alan D Kritz, MD",3,UNC REX Healthcare
"Phillip Zachary Timmons, MD",0,Johnston Health
"Kurt Gerard Vernon, MD",0,WakeMed Raleigh Campus
"Mary Ann Chiodo, MD",0,WakeMed Raleigh Campus
"Malay Agrawal, MD",2,WakeMed Cary Hospital
"Sejan B Patel, MD",1,Johnston Health
"Harry T Ameredes, MD",0,Columbus Regional Healthcare System
"Scott D. Meredith, MD",1,UNC REX Healthcare
"Debora Marie (Moellenberndt) Moore, PA",0,WakeMed Raleigh Campus
"Gloria J Jordan, PA",0,WakeMed Raleigh Campus
"Dhirenkumar Navnitlal Shah, MD",0,WakeMed Cary Hospital
"Jennifer Lane Burn, PA",0,WakeMed Raleigh Campus
"Crystal D Campbell, PA",0,Johnston Health
"Henry L Cromartie, MD",1,WakeMed Raleigh Campus
"Benjamin Granger Atkeson, MD",0,WakeMed Cary Hospital
"Henry L Cromartie, MD",1,WakeMed Raleigh Campus
"Ashley Moore Lewis, MD",0,WakeMed Cary Hospital
"Michael Monahan, MD",2,Harnett Health System
"Timothy Michael Zagar, MD",2,University of North Carolina Hospitals
"Michael Jay Zellinger, MD",3,WakeMed Cary Hospital
"Veronica Romero, PA",0,WakeMed Raleigh Campus
"Nicole Upah, PA",0,Scotland Health Care System
"Rhonda Cheryl Torchio, PA",0,WakeMed Raleigh Campus
Lori Michelle Haskins,0,Johnston Health
Tina Marie Jackson,0,WakeMed Cary Hospital
"Samsher B. Sonawane, MD",0,Johnston Health
"Matthew Alan Hook, MD",2,University of North Carolina Hospitals
"Michael Jay Zellinger, MD",3,WakeMed Cary Hospital
"William A Ballance Jr., MD",0,Vidant Medical Center
"Vincent P Dahringer, MD",0,Duke Raleigh Hospital
"Marian Jeanette (Bullard) Keen, PA",0,Southeastern Health
"Charlotte Leak Baird, PA",0,WakeMed Raleigh Campus
"Pavlo I Netrebko, MD",0,WakeMed Cary Hospital
"Kevin P Khoudary, MD",0,WakeMed Cary Hospital
"Stuart James McKinnon, MD",0,Duke Regional Hospital
"Stuart James McKinnon, MD",0,Duke Regional Hospital
"Yen-Rei Andrea Yu, MD",3,Durham Veterans Affairs Medical Center
"Stanley Robboy, MD",2,Durham Veterans Affairs Medical Center
"Eric Postel, MD",0,Duke Regional Hospital
"John Verghese Abraham, MD",0,Doctors Community Hospital
"Christopher Ryan Kelsey, MD",0,Durham Veterans Affairs Medical Center
"Steven Henry Cook, MD",1,Duke Regional Hospital
"Thomas Sporn, MD",0,Duke Regional Hospital
"Scott Robert, MD",3,Durham Veterans Affairs Medical Center
"Peter Kussin, MD",2,Duke Regional Hospital
"Paul B Suh, MD",1,Franklin Regional Medical Center
"Craig Sobolewski, MD",1,Duke University Hospital
"Steven A Olson, MD",0,Duke Regional Hospital
"Alison Weidner, MD",3,Duke Regional Hospital
"Momen Wahidi, MD",0,Duke Regional Hospital
"Angeles Alvarez Secord, MD",0,Duke Regional Hospital
"Manesh R. Patel, MD",2,Durham Veterans Affairs Medical Center
"Rachel M Reilly, MD",0,Duke Regional Hospital
"Hans Ludger Tillmann, MD",0,Durham Veterans Affairs Medical Center
"Natalie A Afshari, MD",3,Duke Regional Hospital
"Manisha Palta, MD",0,Duke Regional Hospital
"Brett Michael Rosenberg, MD",2,North Carolina Specialty Hospital
"Robert Douglas Fitch, MD",3,Duke University Hospital
"Mays Antoine El-Dairi, MD",0,Duke Regional Hospital
"Hilary N Hawkins, MD",1,Duke Regional Hospital
"Amit R Mehta, MD",0,WakeMed Cary Hospital
"Richard L. Boortz-Marx, MD",2,Duke University Hospital
"Phillip Price Shadduck, MD",2,Duke University Hospital
"Rachel C. Blitzblau, MD",0,Durham Veterans Affairs Medical Center
"Vani Chilukuri, MD",3,Maria Parham Medical Center
"Steven C. Winters, MD",0,North Carolina Specialty Hospital
"Oren N Gottfried, MD",0,Duke Regional Hospital
"Peter Smith, MD",3,Southeastern Health
"Stuart James McKinnon, MD",0,Duke Regional Hospital
"Brooks McCuen, MD",3,Duke Regional Hospital
"Marguerite Martha Cullen, MD",3,Durham Veterans Affairs Medical Center
"Piers Barker, MD",2,Cape Fear Valley Medical Center
"Stephen Telloni, MD",1,Duke Raleigh Hospital
"Eric Postel, MD",0,Duke Regional Hospital
"John Verghese Abraham, MD",0,Doctors Community Hospital
"Scott Robert, MD",3,Durham Veterans Affairs Medical Center
"Peter Kussin, MD",2,Duke Regional Hospital
"Paul B Suh, MD",1,Franklin Regional Medical Center
"Craig Sobolewski, MD",1,Duke University Hospital
"Steven A Olson, MD",0,Duke Regional Hospital
"Benjamin Matthew Wooster, MD",3,Duke University Hospital
"Scott Thomas Hollenbeck, MD",1,Duke Regional Hospital
"Jacob Niall Schroder, MD",0,Duke Regional Hospital
"Rose J Eapen, MD",3,Duke Regional Hospital
"Philip A. Omotosho, MD",0,Duke Regional Hospital
"Rachel M Reilly, MD",0,Duke Regional Hospital
"Manesh R. Patel, MD",2,Durham Veterans Affairs Medical Center
"Kevin Jae Choi, MD",0,Duke Raleigh Hospital
"Joseph Brian Wilson, MD",0,North Carolina Specialty Hospital
"Angelo Milazzo, MD",0,WakeMed Raleigh Campus
"Keith Edward Dombrowski, MD",0,Duke Regional Hospital
"Heather E Whitson, MD",2,Duke Regional Hospital
"Phillip Price Shadduck, MD",2,Duke University Hospital
"Richard L. Boortz-Marx, MD",2,Duke University Hospital
"Vani Chilukuri, MD",3,Maria Parham Medical Center
"Steven C. Winters, MD",0,North Carolina Specialty Hospital
"Oren N Gottfried, MD",0,Duke Regional Hospital
"Peter Smith, MD",3,Southeastern Health
"Scott Cousins, MD",2,Duke Regional Hospital
"Thomas L Novick, MD",3,Duke University Hospital
"Samuel D Stanley, MD",3,Duke Regional Hospital
"David Epstein, MD",3,Duke Regional Hospital
"Christopher Willett, MD",0,Duke Regional Hospital
"Nicole A Larrier, MD",3,Duke Regional Hospital
"Philip E Clifford, MD",0,Person Memorial Hospital
"Maria E Arias, MD",0,Durham Veterans Affairs Medical Center
"Robert K. Lark, MD",1,WakeMed Raleigh Campus
"Dina B Eisinger, MD",3,North Carolina Specialty Hospital
"David T Dellaero, MD",2,Person Memorial Hospital
"Pratap Challa, MD",0,Durham Veterans Affairs Medical Center
"David H Harpole, MD",1,Southeastern Health
"Craig Ray Rackley, MD",0,Duke University Hospital
"Robin R Vann, MD",0,Duke Regional Hospital
"Joseph Kamel Salama, MD",2,Duke Regional Hospital
"Mani Ali Daneshmand, MD",0,Duke University Hospital
"Charles Gerardo, MD",0,Duke Regional Hospital
"Mahfuzul Haque, MD",0,Duke Regional Hospital
"Janet K. Horton, MD",0,Duke Regional Hospital
"Allan Friedman, MD",0,Duke Regional Hospital
"Shelley R McDonald, DO",0,Durham Veterans Affairs Medical Center
"Robert Eric Isaacs, MD",2,Duke Regional Hospital
"Michael M Haglund, MD",0,Duke Regional Hospital
"Sabino Zani Jr., MD",3,Duke University Hospital
"John Kirkpatrick, MD",0,Durham Veterans Affairs Medical Center
"Joshua Ryan Dooley, MD",2,Duke University Hospital
"Scott A Strine, DO",0,Duke Regional Hospital
"Julian P. Yang, MD",1,Duke University Hospital
"Andrew Robert Spector, MD",2,Duke Raleigh Hospital
"Lisa Renee David, MD",0,Moses H. Cone Memorial Hospital
"Jeffrey Cheng, MD",0,Duke University Hospital
Eric Andrew Reyer,3,Duke University Hospital
"David M Brizel, MD",2,Duke Regional Hospital
"Mitchell Heflin, MD",1,Duke Regional Hospital
"Maggie Marie Stoecker, MD",1,Duke Regional Hospital
"Jennifer Turnbull, MD",0,Duke Regional Hospital
"Noah Sylvan Kalman, MD",3,Duke Regional Hospital
"Donna E (Kozee) Sharpe, MD",2,Duke University Hospital
"Christopher Willett, MD",0,Duke Regional Hospital
"Nicole A Larrier, MD",3,Duke Regional Hospital
"Philip E Clifford, MD",0,Person Memorial Hospital
"Junzo Paul Chino, MD",0,Durham Veterans Affairs Medical Center
"Andrew J Lodge, MD",3,Southeastern Health
"Stephen N Lang, MD",0,Granville Health System
"Thomas Alva Dimmig, MD",3,North Carolina Specialty Hospital
"Henry Tseng, MD",3,Duke Regional Hospital
"Christopher Boehlke, MD",0,Duke Regional Hospital
"Robin R Vann, MD",0,Duke Regional Hospital
"Janet K. Horton, MD",0,Duke Regional Hospital
"Mani Ali Daneshmand, MD",0,Duke University Hospital
"Charles Gerardo, MD",0,Duke Regional Hospital
"Allan Friedman, MD",0,Duke Regional Hospital
"Robert Eric Isaacs, MD",2,Duke Regional Hospital
"Michael M Haglund, MD",0,Duke Regional Hospital
"Shelley R McDonald, DO",0,Durham Veterans Affairs Medical Center
"Sabino Zani Jr., MD",3,Duke University Hospital
"Joshua Ryan Dooley, MD",2,Duke University Hospital
"Julian Mcclees Aldridge III, MD",0,North Carolina Specialty Hospital
"Jon Potter Kimball, MD",1,Duke Regional Hospital
"Jesse Layden Tucker, MD",0,Duke Regional Hospital
"Tony Ning, MD",0,North Carolina Specialty Hospital
"Brenda E Armstrong, MD",0,Halifax Regional Medical Center
"William Samuel Yancy Jr., MD",3,Durham Veterans Affairs Medical Center
"Jillian Crouchley, MD",0,UNC REX Healthcare
"Sergio Mendoza-Lattes, MD",0,Duke Raleigh Hospital
"William Samuel Yancy Jr., MD",3,Durham Veterans Affairs Medical Center
"Alvin Roy Cabrera, MD",3,Duke Regional Hospital
"Dean Curtis Taylor, MD",3,Duke Regional Hospital
"Brian Czito, MD",0,Duke Regional Hospital
"Jillian Crouchley, MD",0,UNC REX Healthcare
"Brian D Lewis, MD",0,Duke University Hospital
"Brian Czito, MD",0,Duke Regional Hospital
"Dean Curtis Taylor, MD",3,Duke Regional Hospital
"Michael Justin Feiler, MD",0,Duke Regional Hospital
"Grace J. Kim, MD",0,Duke Regional Hospital
"Paul J Kerner, MD",0,North Carolina Specialty Hospital
"Leon Herndon, MD",1,Duke Regional Hospital
"Casey Tudor Chollet, MD",0,Durham Veterans Affairs Medical Center
"Howard Levinson, MD",0,Duke Regional Hospital
"Thomas Holland, MD",0,Durham Veterans Affairs Medical Center
"Chad Michael McCall, MD",1,Duke University Hospital
"Carol Filomena, MD",0,Duke Raleigh Hospital
"Paul S. Jowell, MD",0,Duke University Hospital
"Victor F Tapson, MD",0,Duke Regional Hospital
"David S Bacon, MD",3,Duke University Hospital
"David S Bacon, MD",3,Duke University Hospital
"Shivanand P Lad, MD",0,Duke Regional Hospital
"Saurabh Ranjan Sinha, MD",2,Duke Raleigh Hospital
"Robert M Tighe, MD",0,Durham Veterans Affairs Medical Center
"Edward Buckley, MD",3,Duke Regional Hospital
"Neil Kenton Stafford, MD",2,Poudre Valley Hospital
"Haresh Tharwani, MD",3,Duke University Hospital
"Carmelo Graffagnino, MD",0,Duke Regional Hospital
"Carmelo A Milano, MD",3,Southeastern Health
"Jin Soo Yoo, MD",1,UNC REX Healthcare
"Molly M Walsh, MD",0,Duke Regional Hospital
"Timothy Jude Scialla, MD",3,Duke University Hospital
"Bridget Fey Koontz, MD",0,Duke Regional Hospital
"Amy Nicole Broach, MD",0,Duke Regional Hospital
"David Andrew Tendler, MD",3,Duke University Hospital
"Jason Aaron Liss, MD",3,Duke Regional Hospital
"Marshall Kuremsky, MD",3,Carolinas Medical Center
"Bridget Fey Koontz, MD",0,Duke Regional Hospital
"Sabina M. Lee, MD",0,Michael E. DeBakey Veterans Affairs Medical Center
"Andrew Richard Domer, PA",0,North Carolina Specialty Hospital
"Diana R Voorhees, MD",0,North Carolina Specialty Hospital
"David K. Wallace, MD",2,Duke Regional Hospital
"Antonio F. Williams, PA",0,North Carolina Specialty Hospital
"Hita Desai Abrams, PA",0,Duke Regional Hospital
"Richard O Salmony, PA",0,Duke Regional Hospital
"Stephen Harward, MD",3,Duke Regional Hospital
"Jeremiah Richard Marion III, MD",3,UNC REX Healthcare
"Dominik S. Greda, MD",0,Duke Raleigh Hospital
"Franc A. Barada Jr., MD",1,North Carolina Specialty Hospital
"Debra M Schardt-Sacco, MD",1,North Carolina Specialty Hospital
"Sanjay G Asrani, MD",0,Duke Regional Hospital
"Asra Shabana Firozvi, MD",0,UNC REX Healthcare
"William D Hage, MD",3,North Carolina Specialty Hospital
"Dennis Jacokes, MD",1,Duke Regional Hospital
"Donald D Glower Jr., MD",3,Southeastern Health
"Jorge Obando, MD",0,Duke Raleigh Hospital
"John D Buckwalter, MD",1,Duke University Hospital
"Frederick J Carpenter, MD",0,Duke University Hospital
"Cathy Thomas, MD",1,Duke University Hospital
"Andrew Richard Domer, PA",0,North Carolina Specialty Hospital
"Diana R Voorhees, MD",0,North Carolina Specialty Hospital
"David K. Wallace, MD",2,Duke Regional Hospital
"Patrick E Kavanaugh, MD",0,Duke Regional Hospital
"William James Mallon, MD",3,North Carolina Specialty Hospital
"Carlos Sotolongo, MD",0,Duke Regional Hospital
"David Sung-Hyun Yoo, MD",3,Duke Regional Hospital
"Samuel T. Dyer, PA",0,North Carolina Specialty Hospital
"Jeremiah Richard Marion III, MD",3,UNC REX Healthcare
"Richard O Salmony, PA",0,Duke Regional Hospital
"Hita Desai Abrams, PA",0,Duke Regional Hospital
"Dominik S. Greda, MD",0,Duke Raleigh Hospital
"Sanjay G Asrani, MD",0,Duke Regional Hospital
"Asra Shabana Firozvi, MD",0,UNC REX Healthcare
"William D Hage, MD",3,North Carolina Specialty Hospital
"Dennis Jacokes, MD",1,Duke Regional Hospital
"Donald D Glower Jr., MD",3,Southeastern Health
"Jorge Obando, MD",0,Duke Raleigh Hospital
"Michael J Stella, MD",1,Duke University Hospital
"Earl S Ransom Jr., MD",0,Duke University Hospital
"William Norcross, MD",0,Duke University Hospital
"Eugene Eunsuk Lee, MD",0,Duke University Hospital
Megan E Andrews,0,Person Memorial Hospital
"Elizabeth Innes Deans, MD",1,Duke University Hospital
"Wenlan Zhang, MD",3,Duke Regional Hospital
Phyllis C Averett,0,Person Memorial Hospital
"Richard Sabulsky, PA",0,Southeastern Health
"Angela Kent Purcell, PA",0,Duke Regional Hospital
"Raquel Ray Bartz, MD",0,Duke University Hospital
"Niall J Buckley, MD",0,Duke University Hospital
"Paul S Bennett, MD",1,Alamance Regional Medical Center
"Richard Michael Slusher, DO",0,North Carolina Specialty Hospital
"Michael Jason Richard, MD",0,Duke Regional Hospital
"Richard Torrey, MD",0,Duke University Hospital
Megan E Andrews,0,Person Memorial Hospital
"Elizabeth Innes Deans, MD",1,Duke University Hospital
"Wenlan Zhang, MD",3,Duke Regional Hospital
Phyllis C Averett,0,Person Memorial Hospital
"Richard Sabulsky, PA",0,Southeastern Health
"Angela Kent Purcell, PA",0,Duke Regional Hospital
"Raquel Ray Bartz, MD",0,Duke University Hospital
"Paul S Bennett, MD",1,Alamance Regional Medical Center
"Kenneth Owen Price, MD",0,University of North Carolina Hospitals
"Louise Dysart Metz, MD",1,Northside Hospital
"Terry Kim, MD",3,Duke Regional Hospital
"Richard Michael Slusher, DO",0,North Carolina Specialty Hospital
"John F Heath, MD",0,Duke University Hospital
"Glenn Jaffe, MD",3,Duke Regional Hospital
"Andrew Berchuck, MD",2,Duke Regional Hospital
"Megan Howerter Dice, PA",0,North Carolina Specialty Hospital
"Roger A. Ordronneau, PA",0,North Carolina Specialty Hospital
"Megan Howerter Dice, PA",0,North Carolina Specialty Hospital
"Eugene Friedman, MD",2,Durham Veterans Affairs Medical Center
"Jason Christoph Williams, MD",3,Duke Regional Hospital
"John Michael Solic, MD",2,North Carolina Specialty Hospital
"Cynthia Toth, MD",0,Duke Raleigh Hospital
"Robert A. Harrell III, MD",3,North Carolina Specialty Hospital
"Radhika Shah, MD",0,Durham Veterans Affairs Medical Center
"Perico Arcedo III, DO",0,North Carolina Specialty Hospital
"Stefanie G Schuman, MD",0,Duke Regional Hospital
"Elisabeth B Nadler, MD",2,Duke Raleigh Hospital
"Scott R Clarke, MD",3,North Carolina Specialty Hospital
"Wendy Causey Rodrigues, PA",0,Durham Veterans Affairs Medical Center
"Steven Patrick Higgins, MD",3,Durham Veterans Affairs Medical Center
"Jessica Jarosz (Jarosz) Bowman, PA",0,Duke Raleigh Hospital
"Kevin M. Lavery, PA",0,North Carolina Specialty Hospital
"Nicole W (Wertz) Klett, MD",0,North Carolina Specialty Hospital
"Thomas George Hunter, MD",0,Duke Regional Hospital
"Robert W Andrews, MD",0,Duke Regional Hospital
"Jeffrey H Lawson, MD",0,Southeastern Health
"Cary Scott Idler, MD",0,Franklin Regional Medical Center
"Julie A Woodward, MD",0,Duke Regional Hospital
"Aatif M Husain, MD",0,Duke Regional Hospital
"Stefanie G Schuman, MD",0,Duke Regional Hospital
"Elisabeth B Nadler, MD",2,Duke Raleigh Hospital
"Scott R Clarke, MD",3,North Carolina Specialty Hospital
"Wendy Causey Rodrigues, PA",0,Durham Veterans Affairs Medical Center
"Jessica Jarosz (Jarosz) Bowman, PA",0,Duke Raleigh Hospital
"Steven Patrick Higgins, MD",3,Durham Veterans Affairs Medical Center
"Nicole W (Wertz) Klett, MD",0,North Carolina Specialty Hospital
"Thomas George Hunter, MD",0,Duke Regional Hospital
"Robert W Andrews, MD",0,Duke Regional Hospital
"Jeffrey H Lawson, MD",0,Southeastern Health
"Cary Scott Idler, MD",0,Franklin Regional Medical Center
"Julie A Woodward, MD",0,Duke Regional Hospital
"Aatif M Husain, MD",0,Duke Regional Hospital
"Anupama Betkerur (Betkerur) Horne, MD",1,Duke Regional Hospital
"Anuradha Sabapathi, MD",0,Duke Regional Hospital
"Kathryn Risse Stovall, PA",0,Durham Veterans Affairs Medical Center
"Paul F Lachiewicz, MD",2,Durham Veterans Affairs Medical Center
"David S Ruch, MD",0,Duke Regional Hospital
"Ivy P Altomare, MD",0,Johnston Health
"Anne Kathleen Toohey, MD",0,North Carolina Specialty Hospital
"Michael S Berkoben, MD",3,Duke Regional Hospital
"Derek Philip Watson, MD",0,Franklin Regional Medical Center
"Belinda A McFee, MD",3,Duke Regional Hospital
"Frankie-Lynn Silver, MD",0,Duke Regional Hospital
"Craig Stephen Heinly, MD",3,Durham Veterans Affairs Medical Center
"Juliessa Marta Pavon, MD",0,Duke Regional Hospital
"Craig F Donatucci, MD",0,Durham Veterans Affairs Medical Center
"Michael B Hocker, MD",0,Duke Regional Hospital
"Gregory Fabian Hulka, MD",3,UNC REX Healthcare
"Frank Howard Christensen, MD",0,Novant Health Brunswick Medical Center
"Edward G Sanders, MD",1,Duke University Hospital
"Lisa M. David, PA",0,North Carolina Specialty Hospital
"Lawrence Etter, MD",3,Durham Veterans Affairs Medical Center
"Victor Louis Roggli, MD",2,Duke Regional Hospital
"Catherine Lee Chang, MD",1,Duke Regional Hospital
"Adam Schwartz, MD",0,Duke Regional Hospital
"Leonilde G. Alves, PA",0,North Carolina Specialty Hospital
Kate Mcgettrick Hess,0,North Carolina Specialty Hospital
"Chinika Rene Reynolds, PA",0,Durham Veterans Affairs Medical Center
"Anita M Pisharody, MD",0,Duke Regional Hospital
"Anita M Pisharody, MD",0,Duke Regional Hospital
"Shepherd Forrester Rosenblum, MD",2,North Carolina Specialty Hospital
"Anuradha Rao-Patel, MD",0,Franklin Regional Medical Center
"Raphael S. Orenstein, MD",2,North Carolina Specialty Hospital
"Peter W Gilmer, MD",1,North Carolina Specialty Hospital
"Milton James, MD",0,North Carolina Specialty Hospital
"Shepherd Forrester Rosenblum, MD",2,North Carolina Specialty Hospital
"Adam David Serlo, MD",1,North Carolina Specialty Hospital
"Harmeet Chatrath Singh, MD",0,Duke Regional Hospital
"Paolo Mannelli, MD",0,Duke University Hospital
"Erik Friedrich Hauck, MD",0,Duke University Hospital
"Jeffrey Cheng, MD",0,Duke University Hospital
"Donald F. O'Malley Jr., MD",2,WakeMed Raleigh Campus
"Donald F. O'Malley Jr., MD",2,WakeMed Raleigh Campus
"Stuart James McKinnon, MD",0,Duke Regional Hospital
"Yen-Rei Andrea Yu, MD",3,Durham Veterans Affairs Medical Center
"Yen-Rei Andrea Yu, MD",3,Durham Veterans Affairs Medical Center
"Avinash Patil, MD",0,Indiana University Health North Hospital
"Stanley Robboy, MD",2,Durham Veterans Affairs Medical Center
"Stanley Robboy, MD",2,Durham Veterans Affairs Medical Center
"Laura Heyneman, MD",1,University of North Carolina Hospitals
"Frank S Pancotto, MD",0,W. G. (Bill) Heffner Veterans Affairs Medical Center
"Mark Paul Donahue, MD",0,Fayetteville Veterans Affairs Medical Center
"Vadim Tsvankin, MD",0,Duke University Hospital
"Thomas Sporn, MD",0,Duke Regional Hospital
"Scott Robert, MD",3,Durham Veterans Affairs Medical Center
"Peter Kussin, MD",2,Duke Regional Hospital
"Gregory Georgiade, MD",3,Duke Regional Hospital
"Eugene C Kovalik, MD",3,Duke University Hospital
"Lawrence Ross Nycum, MD",1,Wilkes Regional Medical Center
"Ruppert Hawes, MD",1,Duke University Hospital
"Babatunde Adewale Olatidoye, MD",1,Duke University Hospital
"Steven A Olson, MD",0,Duke Regional Hospital
"Bruce J. Kowalski, MD",0,Moses H. Cone Memorial Hospital
"Benjamin Matthew Wooster, MD",3,Duke University Hospital
"John D Gross, MD",0,Roper St. Francis
"James F Boyd, MD",3,Duke University Hospital
"Gerald M Aronoff, MD",0,Duke University Hospital
"Paul E Wischmeyer, MD",3,Duke University Hospital
"James F Boyd, MD",3,Duke University Hospital
"Mahmoud Khadir Atieh, MD",0,FirstHealth Moore Regional Hospital
"Stephen C Culp, MD",0,Doctors Hospital of Sarasota
"Scott Thomas Hollenbeck, MD",1,Duke Regional Hospital
"Gregory Lloyd Ruff, MD",2,Duke University Hospital
"Douglas Houston Sheafor, MD",3,Carolinas Medical Center
"Scott Thomas Hollenbeck, MD",1,Duke Regional Hospital
"Jacob Niall Schroder, MD",0,Duke Regional Hospital
"Rose J Eapen, MD",3,Duke Regional Hospital
"Philip A. Omotosho, MD",0,Duke Regional Hospital
"Rachel M Reilly, MD",0,Duke Regional Hospital
"Hans Ludger Tillmann, MD",0,Durham Veterans Affairs Medical Center
"Natalie A Afshari, MD",3,Duke Regional Hospital
"Manisha Palta, MD",0,Duke Regional Hospital
"Stephen C Culp, MD",0,Doctors Hospital of Sarasota
"Mahmoud Khadir Atieh, MD",0,FirstHealth Moore Regional Hospital
"John D Gross, MD",0,Roper St. Francis
"Robert Douglas Fitch, MD",3,Duke University Hospital
"Gregory Lloyd Ruff, MD",2,Duke University Hospital
"Gerald M Aronoff, MD",0,Duke University Hospital
"Gregory Georgiade, MD",3,Duke Regional Hospital
"Angelo Milazzo, MD",0,WakeMed Raleigh Campus
"George W. Vetrovec, MD",1,Duke University Hospital
"Jacob Niall Schroder, MD",0,Duke Regional Hospital
"Philip A. Omotosho, MD",0,Duke Regional Hospital
"John Frederick Payne, MD",0,Spartanburg Medical Center
"Thomas Povsic, MD",0,Fayetteville Veterans Affairs Medical Center
"Robert W Santa-Cruz, MD",0,Duke University Hospital
"Jodi A Dodds, MD",0,Novant Health Charlotte Orthopaedic Hospital
"Keith Edward Dombrowski, MD",0,Duke Regional Hospital
"Ervin M. Thompson, MD",2,Carolinas Healthcare System Pineville
"Heather E Whitson, MD",2,Duke Regional Hospital
"Ervin M. Thompson, MD",2,Carolinas Healthcare System Pineville
"Jodi A Dodds, MD",0,Novant Health Charlotte Orthopaedic Hospital
"Robert William Lenfestey, MD",1,Columbus Regional Healthcare System
"Robert William Harrison, MD",0,Duke University Hospital
"Justin Thomas Mhoon, MD",0,Durham Veterans Affairs Medical Center
"Shu Lin, MD",3,Durham Veterans Affairs Medical Center
"Matthew D Ellison, MD",0,WakeMed Raleigh Campus
"William Frederick Auffermann, MD",0,Southern Regional Medical Center
"William Frederick Auffermann, MD",0,Southern Regional Medical Center
"Justin Thomas Mhoon, MD",0,Durham Veterans Affairs Medical Center
"Robert William Harrison, MD",0,Duke University Hospital
"Robert Douglas Stewart, MD",0,North Carolina Specialty Hospital
"Bertram J Stemmler, MD",1,West Valley Medical Center
"Kevin W Carroll, MD",0,Old Vineyard Behavioral Health Services
"Scott Cousins, MD",2,Duke Regional Hospital
"Brooks McCuen, MD",3,Duke Regional Hospital
"Marguerite Martha Cullen, MD",3,Durham Veterans Affairs Medical Center
"Piers Barker, MD",2,Cape Fear Valley Medical Center
"Ashley L Sherwood, MD",0,George Washington University Hospital
"Stephen Telloni, MD",1,Duke Raleigh Hospital
"Thomas Zander Hayward III, MD",2,Indiana University Health University Hospital
"Beth Hays Lindsay, MD",0,Duke Raleigh Hospital
"Christopher Ryan Kelsey, MD",0,Durham Veterans Affairs Medical Center
"Anne Valente, MD",0,Duke University Hospital
"Steven Henry Cook, MD",1,Duke Regional Hospital
"Clay Franklin Church, MD",3,WakeMed Raleigh Campus
"John Rice, MD",0,University of North Carolina Hospitals
"Alex Han Cho, MD",2,Duke Regional Hospital
"Patricia W Smith, MD",0,WakeMed Cary Hospital
"Ralph A Liebelt, MD",2,North Carolina Specialty Hospital
"Kenneth A. Fath, MD",1,Moses H. Cone Memorial Hospital
"William P Sweezer Jr., MD",2,St. Luke's The Woodlands Hospital
"Taras Michael Semchyshyn, MD",2,Duke University Hospital
"Scott Lee Buckel, DO",0,Maria Parham Medical Center
"Roger Bivins Russell, MD",0,Duke University Hospital
"Jennifer L. Garst, MD",0,Duke University Hospital
"Jeffrey J Viscardi, MD",0,Vidant Medical Center
"Christopher J Haggerty, MD",0,Duke University Hospital
"Xiang Wang, MD",0,Duke Raleigh Hospital
"David A Turner, MD",2,Carolinas Medical Center-University
"John Pawloski, MD",0,Midtown Medical Center West
"Patrick J Simpson, MD",1,Duke University Hospital
"Michael Eric Lipkin, MD",2,Durham Veterans Affairs Medical Center
"Momen Wahidi, MD",0,Duke Regional Hospital
"Anthony Morgan, MD",3,Carteret Health Care
"Ramon Mitra Esclamado, MD",0,Duke University Hospital
"Angeles Alvarez Secord, MD",0,Duke Regional Hospital
"Michael Joseph Messino, MD",1,Angel Medical Center
"Manesh R. Patel, MD",2,Durham Veterans Affairs Medical Center
"Michelle Lorraine Rivera, MD",0,Old Vineyard Behavioral Health Services
"Mani Ali Daneshmand, MD",0,Duke University Hospital
"Srobona Tublu Chatterjee, MD",0,Chippenham Hospital
"Mahfuzul Haque, MD",0,Duke Regional Hospital
"Charles Carroll Thomas II, MD",1,Haywood Regional Medical Center
"Mays Antoine El-Dairi, MD",0,Duke Regional Hospital
"Burton Lasater Scott, MD",0,Durham Veterans Affairs Medical Center
"Allan Friedman, MD",0,Duke Regional Hospital
"Robert Eric Isaacs, MD",2,Duke Regional Hospital
"David Uri Lipsitz, MD",0,Carolinas Medical Center
"Scott Lee Sailer, MD",0,Duke Raleigh Hospital
"Steven Robert Olson, MD",1,Morehead Memorial Hospital
"Sabino Zani Jr., MD",3,Duke University Hospital
"Joshua Ryan Dooley, MD",2,Duke University Hospital
"Gerald Anthony Maccioli, MD",0,WakeMed Raleigh Campus
"Rachel C. Blitzblau, MD",0,Durham Veterans Affairs Medical Center
"Vani Chilukuri, MD",3,Maria Parham Medical Center
